id,text,file,node,lineNumber
line:0ec63c4,I made sure not to bump my head as I retreated and grasped at the note with trembling hands.,Meeting,Note_Meeting,176
line:0dc4c48,"The first of three, if the message was to be trusted.",Meeting,Note_Meeting,177
line:0e89ad0,But what could it mean...,Meeting,Note_Meeting,178
line:0a7eac9,"Perplexed, I gravitated toward my notebook and tried scribbling out a few ideas.",Meeting,Note_Meeting,180
line:0d151cb,"Surely the second note was not directly on myself, so there had to be some location or object these words were connected to.",Meeting,Note_Meeting,181
line:0c822b6,"At the same time, it felt as though they could apply to anything. I groaned. Why did he have to be so vague?",Meeting,Note_Meeting,182
line:03814a2,The telltale snap of lead only served to heighten my irritation.,Meeting,Note_Meeting,183
line:04e5a26,"""Great...""",Meeting,Note_Meeting,184
line:0c80d66,"""Maybe I should go for a walk.""",Meeting,Note_Meeting,185
line:0afcb48,"Getting up with a stretch, I headed toward the door.",Meeting,Note_Meeting,186
line:0f8b75d,"Grabbing onto the handle, I look back at the bunny, who had rolled over to stare.",Meeting,Note_Meeting,187
line:05981e3,"""Do you want to come along?""",Meeting,Note_Meeting,188
line:0dbd137,"Rising, it bounded over to me.",Meeting,Note_Meeting,190
line:0c2147a,A shaky smile.,Meeting,Note_Meeting,191
line:0b7e65f,"""Alright, let's go.""",Meeting,Note_Meeting,192
